NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
684.43,,502.54,117.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
692.48,,13.032,604.01,353.4,216.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
696.6,,188.15,173.4,510.55,743.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
700.71,,188.39,175.63,509.73,786.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
629.34,,188.64,177.85,508.13,832.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
621.51,,506.91,869.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
550.88,,507.07,892,111.76,684.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
526.87,,507.26,897.48,114.88,694.07,497.38,554.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
520.5,,507.31,885.78,118.16,701.4,9.037,754.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
520.79,,507.6,860.83,119.93,700.57,10.024,755.82,201.43,280.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
522.98,,508.47,824.04,121.73,703.27,11.195,758.23,188.64,274.4,110.57,1010.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
522.75,,508.94,781.41,123.54,705.97,12.404,761.56,184.82,272.5,110.04,1018.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
521.91,,510.7,735.23,125.24,699.85,13.72,765.25,181,270.59,109.08,1029,45.7,463.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
507.56,,510.27,695.93,125.73,699.27,14.407,767.36,177.18,268.69,108.19,1037.2,43.622,462.39,85.417,517.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
499.94,,508.7,666.04,126.73,699.38,15.232,769.96,107.99,1042.4,42.722,461.67,81.762,519.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
492.33,,507.78,650.99,127.97,699.53,15.672,772.81,107.05,1051.8,41.204,460.32,80.936,520.21,121.64,609.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
484.72,,507.47,648.71,40.892,731.68,12.233,787.51,106.61,1059.7,40.967,457.32,81.807,520.17,191.62,1907.5,176.22,97.956,188.45,14.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
477.11,,509.87,657.67,16.712,741.05,14.65,781.6,105.89,1066.2,40.108,454.03,82.296,519.97,191.18,1907.4,176.59,96.071,188.34,14.54,51.603,1303.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
584.76,,511.17,681.95,-7.4671,750.41,12.004,792.22,105.7,1070.5,39.755,449.72,81.618,520.85,191.11,1907.3,176.76,95.172,188.22,14.851,51.793,1306.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
589.69,,511.91,717.23,-31.647,759.78,10.953,798.18,103.45,1081.1,42.031,447.09,80.941,521.73,191.29,1906.3,176.94,94.274,52.047,1307.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
590.01,,510.43,759.87,-55.826,769.15,10.177,803.61,102.31,1086.6,42.59,445.64,72.995,504.04,190.24,1905,177.12,93.375,52.166,1308.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
584.46,,508.74,802,-80.006,778.51,9.4018,809.04,101.92,1088.2,44.673,444.76,74.024,501.36,187.88,1904.3,52.193,1308.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
587.43,,508.12,838.39,-104.19,787.88,8.6262,814.47,100.85,1093.2,46.525,443.65,76.864,500.35,185.87,1903.5,52.069,1308.9,5.1547,1740.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
531.47,,507.76,866.72,-128.36,797.24,7.8507,819.9,98.232,1106.5,44.842,440.92,79.829,499.32,185.55,1903.2,52.092,1309.4,5.0735,1740.1,9.3226,92.627,5.7168,1802.8,623.39,6.1732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
517.47,,507.45,882.3,-152.54,806.61,7.0751,825.34,109.24,1072.4,45.939,437.49,84.142,502.35,186.32,1903.1,52.116,1310,5.0967,1740,10.595,90.724,5.7168,1802.8,623.39,6.1732,77.39,1167.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
583.67,,507.69,883.3,-176.72,815.98,132.41,690.03,108.62,1077.9,45.93,435.27,86.093,502.35,187.92,1903.2,52.139,1310.5,5.1426,1739.9,11.215,88.951,5.7168,1802.8,623.39,6.1732,63.768,56.911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
594.2,,507.83,871.69,NaN,NaN,140.89,689.33,107.02,1085.9,46.295,432.89,88.417,499.99,190.31,1902.7,55.755,1307,5.2236,1739.6,11.298,87.129,623.39,6.1732,64.34,55.428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
596.02,,508.14,847.78,NaN,NaN,142.97,691.78,104.67,1097.7,46.66,430.5,90.781,498.16,191.27,1902.4,56.858,1304.4,5.5953,1738,11.338,85.044,623.39,6.1732,64.603,54.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
596.44,,508.54,815.32,82.832,654.58,142.36,688.62,104.23,1102.4,47.024,428.12,93.647,496.32,192.24,1902,57.553,1304.5,5.7359,1737.4,11.36,82.83,623.39,6.1732,64.638,52.474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
592.57,,509.04,778.16,87.855,651.72,142.16,687.73,103.79,1107.1,74.456,597.82,91.863,498.37,193.2,1901.7,58.402,1305,5.8764,1736.7,11.281,81.629,64.691,51.603,6.664,1610.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
591.46,,510.33,739.78,89.137,651.43,142.68,687.76,103.35,1111.8,76.5,612.45,92.091,496.6,194.17,1901.4,53.652,1333.4,6.0169,1736.1,11.289,80.142,64.71,51.158,7.2126,1609.8,12.338,805.38,38.964,1406.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
590.84,,510.15,706.86,89.532,651.74,143.5,687.83,102.91,1116.4,78.658,614.51,93.247,496.22,195.13,1901,52.603,1342.8,6.1575,1735.5,11.296,78.309,64.703,50.474,7.6903,1609.6,13.028,804.06,38.884,730.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
591.77,,508.05,684.07,89.947,651.85,144.5,687.57,102.47,1121.1,80.816,613.01,92.781,501.03,196.1,1900.7,51.553,1352.1,6.298,1734.8,11.111,76.246,64.72,50.389,8.0954,1610.1,13.564,804.04,38.826,732.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
591.12,,509.16,671.94,90.45,651.85,145.78,686.89,102.03,1125.8,81.5,610.73,92.551,502.69,197.06,1900.4,50.503,1361.5,6.4386,1734.2,11.045,75.696,64.719,50.427,8.6149,1610.1,13.953,804.91,39.351,732.74,46.123,420.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
590.08,,508.25,672.37,90.809,651.94,147.41,686.21,111.1,806.44,81.79,609.34,57.131,439.91,198.03,1900,49.454,1370.9,6.5791,1733.5,10.331,74.31,65.53,48,9.0808,1610,22.923,784.65,68.271,695.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
589.77,,508.03,683.12,91.157,651.96,149.04,686.42,112.09,792.58,82.073,608.53,45.192,417.7,198.99,1899.7,48.404,1380.3,NaN,NaN,9.8588,73.039,65.321,45.863,9.2878,1610.2,25.768,778.81,78.146,682.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
592.04,,507.98,705.2,91.594,651.86,150.5,685.81,110.5,788.95,81.585,608.22,42.692,410.82,199.96,1899.4,47.355,1389.7,NaN,NaN,9.2586,71.077,64.807,43.797,9.5917,1610.3,26.567,778.24,80.486,680.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
593.14,,509.47,736.33,92.551,652.07,151.98,686.48,109.1,789.48,84.106,613.75,41.804,409.05,200.92,1899,46.305,1399.1,NaN,NaN,8.6357,68.991,64.721,42.168,10.055,1610,27.369,778.6,80.435,680.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
593.54,,509.73,770.94,93.405,651.9,152.68,686.81,108.49,790.68,84.876,615.49,42.025,409.77,201.89,1898.7,45.255,1408.5,NaN,NaN,8.4634,68.426,64.634,40.538,10.52,1610.2,27.711,780.14,80.067,682.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
592.52,,509.26,806.38,94.259,651.73,154.08,686.76,105.23,790.45,84.423,615.76,42.39,409.78,197.73,1908.8,44.206,1417.9,7.7933,1749.7,8.0795,67.085,64.548,38.909,10.87,1611.4,29.159,780.2,79.91,683.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
591.79,,508.3,836.8,95.113,651.56,155.2,685.87,103.78,790.36,86.588,616.01,18.455,406.14,199.13,1908.7,43.156,1427.2,7.8702,1750.3,7.6957,65.744,180.27,62.532,11.441,1612.2,30.53,779.29,80.057,684.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
592.09,,507.91,859.09,95.967,651.39,156.61,685.53,98.938,786.85,87.703,617.29,8.7893,402.3,200.11,1908.5,6.7876,1808.5,7.8969,1750.8,164.75,105.33,190.88,63.111,11.964,1613.1,31.9,778.39,80.286,684.72,70.151,413.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
592.55,,507.71,870.22,96.821,651.22,157.66,685.13,97.076,786.42,88.819,618.57,8.8477,399.93,200.46,1908.7,5.7216,1821.9,8.1576,1750.6,183.17,109.22,192.44,65.454,12.539,1613.4,33.27,777.48,80.27,685.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
593.18,,507.74,869.95,97.674,651.05,159.25,683.74,96.415,786.58,89.934,619.85,10.662,398.08,200.36,1909,6.0033,1822,8.1601,1751,186.43,109.87,191.26,65.925,12.884,1614.9,30.639,783.97,80.585,685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
591.92,,507.95,857.82,98.313,648.78,160.25,682.29,94.638,784.75,108.43,628.26,12.108,397.21,199.41,1910.2,6.5493,1819,8.5271,1750.7,184.78,109.45,189.71,66.695,13.223,1615.7,31.329,783.3,80.945,685.2,11.761,50.444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
591.12,,508.54,836.06,99.134,648.29,160.98,681.21,92.861,782.92,107.62,635.77,14.801,397.21,198.8,1910.9,7.1242,1816.6,8.811,1750.3,182.94,108.48,188.48,66.794,13.333,1616.6,32.371,782.65,81.662,685.22,12.336,49.103,92.849,584.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
591.09,,508.85,808.19,99.955,647.81,161.51,679.99,91.083,781.09,107.46,637.54,17.322,397.26,198.52,1911.2,7.3683,1814.7,8.8907,1750.2,181.24,107.67,187.54,65.934,13.425,1617.2,32.872,782.22,82.739,684.66,13.542,47.623,92.217,583.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
591.08,,509.21,777,154.52,621.46,162.54,680.13,89.306,779.27,107.82,638.45,17.526,396.65,198.47,1911.4,7.1771,1813.8,8.9834,1750.4,186.56,108.58,186.95,65.452,13.629,1617.3,33.47,783.52,83.961,684.65,14.099,46.381,91.719,582.4,127.42,489.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
590.92,,510.48,746.32,161.35,618.2,162.99,679.49,87.528,777.44,108.49,638.04,17.64,395.78,198.58,1911.5,6.9362,1816.5,8.9125,1750.8,191.88,109.49,186.51,65.155,13.636,1617.6,33.941,785.03,85.045,684.66,14.723,45.338,91.591,581.83,127.72,488.58,64.704,19.755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
591.12,,508.51,720.95,163.22,617.48,163.16,678.2,55.18,743.7,108.05,636.69,17.891,395.61,198.86,1911.3,6.6953,1819.2,8.7753,1752.9,197.2,110.41,186.28,65.047,13.62,1618,24.355,808.9,86.967,683.84,15.482,43.953,92.065,583.62,128.3,487.82,65.267,19.531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
591.06,,507.89,702.48,163.04,617.84,163.63,677.98,53.13,741.53,107.9,636.07,18.089,395.64,198.96,1911.3,6.4544,1822,8.6949,1753.7,180.51,106.5,186.16,65.013,13.744,1618.5,21.249,817.14,87.783,683.52,16.066,43.121,92.171,584.09,128.69,487.43,67.118,18.847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
